"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",-1e-04,-1e-04,-1e-04,0.33343333,0.33323333,0.33323333,tacinga_werneri,"bioclim",1,1,6,10,-0.2,0.4576879050752,0.45,NA,0.9,NA,NA,0,0,"spec_sens",0.375,0.375,NA,1,0,1,0,0.375,0,0.545454545454546,0.375
