"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.42510512,0.42510512,0.38957808,0.38490117,0.43958058,0.41255588,tacinga_werneri,"maxnet",1,3,6,10,0.301382493264567,0.2566404229302,0.733333333333333,NA,1.46666666666667,1.73208604217485,0,0.533333333333333,0.5,"spec_sens",0.375,0.625,0.875,0.833333333333333,0.7,0.3,0.166666666666667,0.75,0.5,0.714285714285714,0.555555555555556
